trial_id,timestamp,run_label,seed,arm,trial_number,learning_rate,init_method,steps_to_threshold
99,2026-09-01 13:23:22,gate3b_restricted_search,112,reference,13,0.020534207875627673,xavier,51.0
100,2026-09-01 13:23:22,gate3b_restricted_search,112,reference,14,0.023951753262696922,xavier,64.0
101,2026-09-01 13:23:22,gate3b_restricted_search,112,reference,15,0.0839033390712048,xavier,77.0
102,2026-09-01 13:23:22,gate3b_restricted_search,112,reference,16,0.03927811376350381,xavier,57.0
103,2026-09-01 13:23:22,gate3b_restricted_search,112,reference,17,0.013518767635793709,he,42.0
104,2026-09-01 13:23:22,gate3b_restricted_search,112,reference,18,0.04075023934212166,xavier,56.0
105,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,19,0.0010503533449916396,xavier,173.0
106,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,20,0.010780634406666866,he,51.0
107,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,21,0.09397627525560069,xavier,90.0
108,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,22,0.050092157630370664,xavier,61.0
109,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,23,0.04143715539486634,xavier,56.0
110,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,24,0.06027812590299042,xavier,62.0
111,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,25,0.030021662569003415,xavier,39.0
112,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,26,0.013779224251472568,xavier,42.0
113,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,27,0.028186111437980207,xavier,34.0
114,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,28,0.018493781386130104,he,51.0
115,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,29,0.0077283175197161704,xavier,51.0
116,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,30,0.09865659655619732,xavier,89.0
117,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,31,0.031157632552587314,xavier,39.0
118,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,32,0.029027389303945113,xavier,34.0
119,2026-09-01 13:23:23,gate3b_restricted_search,112,reference,33,0.055367872043347775,xavier,69.0
120,2026-09-01 13:23:24,gate3b_restricted_search,112,reference,34,0.05673863689639055,xavier,62.0
121,2026-09-01 13:23:24,gate3b_restricted_search,112,reference,35,0.01593501163706345,xavier,51.0
122,2026-09-01 13:23:24,gate3b_restricted_search,112,reference,36,0.030195380998848942,orthogonal,57.0
123,2026-09-01 13:23:24,gate3b_restricted_search,112,reference,37,0.009223198129592516,xavier,51.0
124,2026-09-01 13:23:24,gate3b_restricted_search,112,reference,38,0.00036028819984949644,orthogonal,391.0
125,2026-09-01 13:23:24,gate3b_restricted_search,112,reference,39,0.06905061795233537,he,61.0
126,2026-09-01 13:23:24,gate3b_restricted_search,112,cold,0,0.0017826497151386949,xavier,134.0
127,2026-09-01 13:23:25,gate3b_restricted_search,112,cold,1,0.0002755926764027377,orthogonal,545.0
128,2026-09-01 13:23:25,gate3b_restricted_search,112,cold,2,0.0015498955191377143,orthogonal,104.0
129,2026-09-01 13:23:25,gate3b_restricted_search,112,cold,3,0.00041054120168588934,xavier,421.0
130,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,4,0.001786135519762597,xavier,134.0
131,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,5,0.025248390936171015,xavier,51.0
132,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,6,0.04257625486011382,xavier,39.0
133,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,7,0.0003232148147351276,xavier,534.0
134,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,8,0.07475987911298648,he,61.0
135,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,9,0.011468398705751582,xavier,51.0
136,2026-09-01 13:23:26,gate3b_restricted_search,112,cold,10,0.09344501034181055,he,56.0
137,2026-09-01 13:23:27,gate3b_restricted_search,112,cold,11,0.021361236429000122,xavier,69.0
138,2026-09-01 13:23:27,gate3b_restricted_search,112,cold,12,0.018729908809075033,xavier,51.0
139,2026-09-01 13:23:27,gate3b_restricted_search,112,cold,13,0.00728316494133813,xavier,51.0
140,2026-09-01 13:23:27,gate3b_restricted_search,112,cold,14,0.039131135779775145,orthogonal,31.0
141,2026-09-01 13:23:27,gate3b_restricted_search,112,informed_restricted,0,0.0017826497151386949,orthogonal,104.0
142,2026-09-01 13:23:27,gate3b_restricted_search,112,informed_restricted,1,0.01448683388723935,orthogonal,39.0
143,2026-09-01 13:23:28,gate3b_restricted_search,112,informed_restricted,2,0.00010007903854383786,orthogonal,1600.0
144,2026-09-01 13:23:28,gate3b_restricted_search,112,informed_restricted,3,0.0008072307884499761,orthogonal,240.0
145,2026-09-01 13:23:29,gate3b_restricted_search,112,informed_restricted,4,0.0002755926764027377,orthogonal,545.0
146,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,5,0.00018924123965722266,orthogonal,730.0
147,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,6,0.0003620600725744741,orthogonal,391.0
148,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,7,0.001088133500363589,orthogonal,203.0
149,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,8,0.0015498955191377143,orthogonal,104.0
150,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,9,0.00413475900783472,orthogonal,79.0
151,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,10,0.09290791998691832,orthogonal,49.0
152,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,11,0.07785058870653301,orthogonal,36.0
153,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,12,0.0464700795252923,orthogonal,52.0
154,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,13,0.016334733956465577,orthogonal,33.0
155,2026-09-01 13:23:30,gate3b_restricted_search,112,informed_restricted,14,0.016576649490628956,orthogonal,33.0
156,2026-09-01 13:23:31,gate3b_restricted_search,112,universal_restricted,0,0.0017826497151386949,xavier,134.0
157,2026-09-01 13:23:31,gate3b_restricted_search,112,universal_restricted,1,0.01448683388723935,xavier,39.0
158,2026-09-01 13:23:31,gate3b_restricted_search,112,universal_restricted,2,0.00010007903854383786,xavier,1600.0
159,2026-09-01 13:23:32,gate3b_restricted_search,112,universal_restricted,3,0.0008072307884499761,xavier,220.0
160,2026-09-01 13:23:32,gate3b_restricted_search,112,universal_restricted,4,0.0002755926764027377,xavier,579.0
161,2026-09-01 13:23:33,gate3b_restricted_search,112,universal_restricted,5,0.00018924123965722266,xavier,746.0
162,2026-09-01 13:23:33,gate3b_restricted_search,112,universal_restricted,6,0.0003620600725744741,xavier,472.0
163,2026-09-01 13:23:33,gate3b_restricted_search,112,universal_restricted,7,0.001088133500363589,xavier,173.0
164,2026-09-01 13:23:33,gate3b_restricted_search,112,universal_restricted,8,0.0015498955191377143,xavier,143.0
165,2026-09-01 13:23:34,gate3b_restricted_search,112,universal_restricted,9,0.00413475900783472,xavier,89.0
166,2026-09-01 13:23:34,gate3b_restricted_search,112,universal_restricted,10,0.09290791998691832,xavier,77.0
167,2026-09-01 13:23:34,gate3b_restricted_search,112,universal_restricted,11,0.07785058870653301,xavier,98.0
168,2026-09-01 13:23:34,gate3b_restricted_search,112,universal_restricted,12,0.0797234062203645,xavier,89.0
169,2026-09-01 13:23:34,gate3b_restricted_search,112,universal_restricted,13,0.017223705768801514,xavier,51.0
170,2026-09-01 13:23:34,gate3b_restricted_search,112,universal_restricted,14,0.01553710788150454,xavier,39.0
171,2026-09-01 13:23:34,gate3b_restricted_search,117,reference,0,0.004430375245218269,xavier,181.0
172,2026-09-01 13:23:35,gate3b_restricted_search,117,reference,1,0.0018662266976517971,orthogonal,620.0
173,2026-09-01 13:23:35,gate3b_restricted_search,117,reference,2,0.07780155576901421,he,272.0
174,2026-09-01 13:23:35,gate3b_restricted_search,117,reference,3,0.005059803874660437,xavier,181.0
175,2026-09-01 13:23:36,gate3b_restricted_search,117,reference,4,0.00011498870747119459,orthogonal,1600.0
176,2026-09-01 13:23:36,gate3b_restricted_search,117,reference,5,0.08626905220714905,xavier,222.0
177,2026-09-01 13:23:37,gate3b_restricted_search,117,reference,6,0.00022637229697395497,orthogonal,1600.0
178,2026-09-01 13:23:38,gate3b_restricted_search,117,reference,7,0.0036774346621052147,orthogonal,393.0
179,2026-09-01 13:23:38,gate3b_restricted_search,117,reference,8,0.0023358825194833557,orthogonal,461.0
180,2026-09-01 13:23:38,gate3b_restricted_search,117,reference,9,0.006859416411328701,he,181.0
181,2026-09-01 13:23:38,gate3b_restricted_search,117,reference,10,0.019907506982928588,xavier,155.0
182,2026-09-01 13:23:38,gate3b_restricted_search,117,reference,11,0.020814104803987817,xavier,155.0
183,2026-09-01 13:23:39,gate3b_restricted_search,117,reference,12,0.021644937500336026,xavier,181.0
184,2026-09-01 13:23:39,gate3b_restricted_search,117,reference,13,0.020527514539894275,xavier,155.0
185,2026-09-01 13:23:39,gate3b_restricted_search,117,reference,14,0.021178889448851296,xavier,155.0
186,2026-09-01 13:23:40,gate3b_restricted_search,117,reference,15,0.000694465168883101,xavier,1600.0
187,2026-09-01 13:23:40,gate3b_restricted_search,117,reference,16,0.011599421468819674,xavier,212.0
188,2026-09-01 13:23:40,gate3b_restricted_search,117,reference,17,0.0385998309482012,he,160.0
189,2026-09-01 13:23:40,gate3b_restricted_search,117,reference,18,0.042140601439425406,xavier,183.0
190,2026-09-01 13:23:40,gate3b_restricted_search,117,reference,19,0.010284672764162348,xavier,203.0
191,2026-09-01 13:23:41,gate3b_restricted_search,117,reference,20,0.0009712798508231742,he,1600.0
192,2026-09-01 13:23:41,gate3b_restricted_search,117,reference,21,0.019944093242273486,xavier,154.0
193,2026-09-01 13:23:41,gate3b_restricted_search,117,reference,22,0.04405819431174489,xavier,203.0
194,2026-09-01 13:23:41,gate3b_restricted_search,117,reference,23,0.011122218398527785,xavier,212.0
195,2026-09-01 13:23:42,gate3b_restricted_search,117,reference,24,0.02590845460307929,xavier,155.0
196,2026-09-01 13:23:42,gate3b_restricted_search,117,reference,25,0.03740834337692178,xavier,197.0
197,2026-09-01 13:23:42,gate3b_restricted_search,117,reference,26,0.013185121891359217,xavier,160.0
198,2026-09-01 13:23:42,gate3b_restricted_search,117,reference,27,0.06821938748782813,xavier,186.0
199,2026-09-01 13:23:42,gate3b_restricted_search,117,reference,28,0.007521900645804681,xavier,217.0
200,2026-09-01 13:23:42,gate3b_restricted_search,117,reference,29,0.026669510701196747,he,155.0
201,2026-09-01 13:23:43,gate3b_restricted_search,117,reference,30,0.05535819092085662,he,203.0
202,2026-09-01 13:23:43,gate3b_restricted_search,117,reference,31,0.02821172243916452,he,155.0
203,2026-09-01 13:23:43,gate3b_restricted_search,117,reference,32,0.016110760131047064,he,181.0
204,2026-09-01 13:23:43,gate3b_restricted_search,117,reference,33,0.029337907058589897,he,170.0
205,2026-09-01 13:23:43,gate3b_restricted_search,117,reference,34,0.09558760159384881,he,203.0
206,2026-09-01 13:23:44,gate3b_restricted_search,117,reference,35,0.004694939362741506,xavier,181.0
207,2026-09-01 13:23:44,gate3b_restricted_search,117,reference,36,0.006812539318505415,orthogonal,227.0
208,2026-09-01 13:23:44,gate3b_restricted_search,117,reference,37,0.055976812647588914,xavier,209.0
209,2026-09-01 13:23:44,gate3b_restricted_search,117,reference,38,0.029556778885558962,he,188.0
210,2026-09-01 13:23:44,gate3b_restricted_search,117,reference,39,0.01564431401743933,orthogonal,212.0
211,2026-09-01 13:23:45,gate3b_restricted_search,117,cold,0,0.0017826497151386949,xavier,536.0
212,2026-09-01 13:23:45,gate3b_restricted_search,117,cold,1,0.0002755926764027377,orthogonal,1600.0
213,2026-09-01 13:23:46,gate3b_restricted_search,117,cold,2,0.0015498955191377143,orthogonal,650.0
214,2026-09-01 13:23:47,gate3b_restricted_search,117,cold,3,0.00041054120168588934,xavier,1600.0
215,2026-09-01 13:23:47,gate3b_restricted_search,117,cold,4,0.001786135519762597,xavier,536.0
216,2026-09-01 13:23:47,gate3b_restricted_search,117,cold,5,0.025248390936171015,xavier,155.0
217,2026-09-01 13:23:48,gate3b_restricted_search,117,cold,6,0.04257625486011382,xavier,170.0
218,2026-09-01 13:23:49,gate3b_restricted_search,117,cold,7,0.0003232148147351276,xavier,1600.0
219,2026-09-01 13:23:49,gate3b_restricted_search,117,cold,8,0.07475987911298648,he,237.0
220,2026-09-01 13:23:49,gate3b_restricted_search,117,cold,9,0.011468398705751582,xavier,212.0
221,2026-09-01 13:23:49,gate3b_restricted_search,117,cold,10,0.014576193863035302,he,203.0
222,2026-09-01 13:23:50,gate3b_restricted_search,117,cold,11,0.0797234062203645,xavier,261.0
223,2026-09-01 13:23:50,gate3b_restricted_search,117,cold,12,0.018729908809075033,xavier,105.0
224,2026-09-01 13:23:50,gate3b_restricted_search,117,cold,13,0.016983851798071364,xavier,155.0
225,2026-09-01 13:23:50,gate3b_restricted_search,117,cold,14,0.007330807339450185,orthogonal,217.0
226,2026-09-01 13:23:51,gate3b_restricted_search,117,informed_restricted,0,0.0017826497151386949,he,590.0
227,2026-09-01 13:23:51,gate3b_restricted_search,117,informed_restricted,1,0.01448683388723935,he,203.0
228,2026-09-01 13:23:51,gate3b_restricted_search,117,informed_restricted,2,0.00010007903854383786,he,1600.0
229,2026-09-01 13:23:52,gate3b_restricted_search,117,informed_restricted,3,0.0008072307884499761,he,1600.0
230,2026-09-01 13:23:53,gate3b_restricted_search,117,informed_restricted,4,0.0002755926764027377,he,1600.0
231,2026-09-01 13:23:54,gate3b_restricted_search,117,informed_restricted,5,0.00018924123965722266,he,1600.0
232,2026-09-01 13:23:54,gate3b_restricted_search,117,informed_restricted,6,0.0003620600725744741,he,1600.0
233,2026-09-01 13:23:55,gate3b_restricted_search,117,informed_restricted,7,0.001088133500363589,he,650.0
234,2026-09-01 13:23:56,gate3b_restricted_search,117,informed_restricted,8,0.0015498955191377143,he,590.0
235,2026-09-01 13:23:56,gate3b_restricted_search,117,informed_restricted,9,0.00413475900783472,he,306.0
236,2026-09-01 13:23:56,gate3b_restricted_search,117,informed_restricted,10,0.09290791998691832,he,292.0
237,2026-09-01 13:23:56,gate3b_restricted_search,117,informed_restricted,11,0.07785058870653301,he,270.0
238,2026-09-01 13:23:57,gate3b_restricted_search,117,informed_restricted,12,0.0464700795252923,he,203.0
239,2026-09-01 13:23:57,gate3b_restricted_search,117,informed_restricted,13,0.01780718886107045,he,181.0
240,2026-09-01 13:23:57,gate3b_restricted_search,117,informed_restricted,14,0.014982860510555399,he,181.0
241,2026-09-01 13:23:57,gate3b_restricted_search,117,universal_restricted,0,0.0017826497151386949,xavier,536.0
242,2026-09-01 13:23:57,gate3b_restricted_search,117,universal_restricted,1,0.01448683388723935,xavier,160.0
243,2026-09-01 13:23:59,gate3b_restricted_search,117,universal_restricted,2,0.00010007903854383786,xavier,1600.0
244,2026-09-01 13:24:00,gate3b_restricted_search,117,universal_restricted,3,0.0008072307884499761,xavier,1600.0
245,2026-09-01 13:24:01,gate3b_restricted_search,117,universal_restricted,4,0.0002755926764027377,xavier,1600.0
246,2026-09-01 13:24:01,gate3b_restricted_search,117,universal_restricted,5,0.00018924123965722266,xavier,1600.0
247,2026-09-01 13:24:02,gate3b_restricted_search,117,universal_restricted,6,0.0003620600725744741,xavier,1600.0
248,2026-09-01 13:24:03,gate3b_restricted_search,117,universal_restricted,7,0.001088133500363589,xavier,650.0
249,2026-09-01 13:24:04,gate3b_restricted_search,117,universal_restricted,8,0.0015498955191377143,xavier,590.0
250,2026-09-01 13:24:04,gate3b_restricted_search,117,universal_restricted,9,0.00413475900783472,xavier,181.0
251,2026-09-01 13:24:04,gate3b_restricted_search,117,universal_restricted,10,0.09290791998691832,xavier,203.0
252,2026-09-01 13:24:04,gate3b_restricted_search,117,universal_restricted,11,0.011930383561222451,xavier,212.0
253,2026-09-01 13:24:04,gate3b_restricted_search,117,universal_restricted,12,0.015093357760941058,xavier,160.0
254,2026-09-01 13:24:05,gate3b_restricted_search,117,universal_restricted,13,0.021230724496266177,xavier,155.0
255,2026-09-01 13:24:05,gate3b_restricted_search,117,universal_restricted,14,0.04969685279085714,xavier,170.0
256,2026-09-01 13:24:05,gate3b_restricted_search,127,reference,0,0.004430375245218269,xavier,43.0
257,2026-09-01 13:24:05,gate3b_restricted_search,127,reference,1,0.0018662266976517971,orthogonal,43.0
258,2026-09-01 13:24:05,gate3b_restricted_search,127,reference,2,0.07780155576901421,he,43.0
259,2026-09-01 13:24:05,gate3b_restricted_search,127,reference,3,0.005059803874660437,xavier,31.0
260,2026-09-01 13:24:06,gate3b_restricted_search,127,reference,4,0.00011498870747119459,orthogonal,723.0
261,2026-09-01 13:24:06,gate3b_restricted_search,127,reference,5,0.08626905220714905,xavier,69.0
262,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,6,0.00022637229697395497,orthogonal,392.0
263,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,7,0.0036774346621052147,orthogonal,38.0
264,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,8,0.0023358825194833557,orthogonal,69.0
265,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,9,0.006859416411328701,he,22.0
266,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,10,0.019907506982928588,he,43.0
267,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,11,0.015641764792823365,xavier,22.0
268,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,12,0.016044606150810846,he,69.0
269,2026-09-01 13:24:07,gate3b_restricted_search,127,reference,13,0.015769071584025966,he,69.0
